numero_orden,peso_total_kg,volumen_total_m3,lineas,unidades,skus_distintos,direccion_normalizada,lat,lon,node_id,tiene_nodo
ORD-CL-202612-002402,96.835,0.628361,16,60,16,AV. AMÉRICO VESPUCIO 7807,-33.5264621,-70.6027895,35,True
ORD-CL-202612-002403,54.074,0.143971,5,46,5,CALLE SAN DIEGO 3959,-33.46971150355578,-70.64855318455172,2040,True
ORD-CL-202612-002404,43.762,0.12956,14,54,14,CALLE SAN ANTONIO 1624,-33.43487534738776,-70.64887247008978,1961,True
ORD-CL-202612-002405,127.507,1.023571,12,42,12,CALLE ARTURO PRAT 2589,-33.49913642756964,-70.72387225161702,1491,True
ORD-CL-202612-002406,122.437,0.919289,18,95,18,AV. DEPARTAMENTAL 5058,-33.5106817,-70.5787664,127,True
ORD-CL-202612-002407,39.82,0.215631,7,20,7,CALLE CATEDRAL 9540,-33.438738201983064,-70.66443720992424,1631,True
ORD-CL-202612-002408,23.186,0.153558,11,29,11,CALLE TEATINOS 975,-33.432789157777776,-70.65576433999999,2191,True
ORD-CL-202612-002409,190.673,1.2345,18,73,18,CALLE SAN ANTONIO 1641,-33.43487534738776,-70.64887247008978,1963,True
ORD-CL-202612-002410,86.64,0.651492,6,30,6,AV. IRARRÁZAVAL 3764,-33.4553647,-70.5906889,277,True
ORD-CL-202612-002411,52.418,0.249175,12,44,12,CALLE TEATINOS 269,-33.440536914,-70.65493414800001,2143,True
ORD-CL-202612-002412,181.664,1.189354,17,80,17,CALLE BANDERA 8475,-33.44046393300847,-70.65220603930719,1578,True
ORD-CL-202612-002413,290.734,1.573356,22,131,22,AV. PAJARITOS 4944,-33.4766073,-70.7406422,778,True
ORD-CL-202612-002414,21.531,0.073156,10,22,10,AV. PAJARITOS 9174,-33.488076083068606,-70.75138480605311,805,True
ORD-CL-202612-002415,133.11,0.8665889999999999,13,38,13,CALLE COMPAÑÍA DE JESÚS 7400,-33.439644149230105,-70.66251983715254,1671,True
ORD-CL-202612-002416,109.851,0.755806,16,74,16,AV. VICUÑA MACKENNA 9400,-33.440722,-70.634332,1127,True
ORD-CL-202612-002417,171.372,1.077111,15,49,15,AV. PROVIDENCIA 4727,-33.435086638100124,-70.62889344723304,886,True
ORD-CL-202612-002418,239.182,1.51219,26,98,26,AV. MANUEL MONTT 9900,-33.450409379191655,-70.61310094459272,632,True
ORD-CL-202612-002419,450.049,3.134293,27,154,26,AVENIDA KENNEDY 7565,-33.3927698,-70.5563612,1250,True
ORD-CL-202612-002420,144.497,1.172333,14,63,14,AV. APOQUINDO 7890,-33.40802746666667,-70.54867396666667,91,True
ORD-CL-202612-002421,18.942,0.123203,8,23,8,AV. APOQUINDO 9417,-33.41052665057889,-70.57323806478458,100,True
ORD-CL-202612-002422,11.616,0.033186,3,10,3,CALLE MERCED 3498,-33.43731790255185,-70.64174538474282,1819,True
ORD-CL-202612-002423,368.34999999999997,2.35366,22,117,22,AV. VITACURA 8761,-33.3842364,-70.5523594,1174,True
ORD-CL-202612-002424,395.70300000000003,2.799396,23,150,23,AV. MACUL 2833,-33.48035456857143,-70.59923320571428,548,True
ORD-CL-202612-002425,32.919000000000004,0.227519,10,32,9,AV. RECOLETA 9615,-33.431874,-70.647723,957,True
ORD-CL-202612-002426,464.94599999999997,3.755108,11,74,11,AV. PROVIDENCIA 4139,-33.43307993353561,-70.62608343748443,876,True
ORD-CL-202612-002427,93.682,0.719237,11,34,11,CALLE ESTADO 4684,-33.43949515564987,-70.64953513821996,1715,True
ORD-CL-202612-002428,61.604,0.510714,5,22,5,AVENIDA MAPOCHO 4504,-33.432762,-70.686501,1311,True
ORD-CL-202612-002429,91.14099999999999,0.649237,11,56,10,AV. VITACURA 657,-33.4178887,-70.6052683,1157,True
ORD-CL-202612-002430,109.983,1.086735,6,31,6,AV. IRARRÁZAVAL 1390,-33.45287084,-70.61631799999999,254,True
ORD-CL-202612-002431,123.425,0.555702,10,40,10,AV. MANUEL MONTT 8990,-33.450409379191655,-70.61310094459272,629,True
ORD-CL-202612-002432,188.033,1.7354250000000002,6,53,6,CALLE MONJITAS 7032,-33.436639090107406,-70.64200400967839,1885,True
ORD-CL-202612-002433,91.684,0.816388,8,32,8,CALLE AMUNÁTEGUI 8098,-33.41625625370045,-70.66756956491413,1463,True
ORD-CL-202612-002434,156.916,1.0485550000000001,27,110,27,AV. MANUEL MONTT 6504,-33.450409379191655,-70.61310094459272,617,True
ORD-CL-202612-002435,317.307,2.055483,29,108,29,AV. PROVIDENCIA 4139,-33.43307993353561,-70.62608343748443,876,True
ORD-CL-202612-002436,12.873000000000001,0.07044500000000001,5,17,5,AV. MACUL 6581,-33.49707804581206,-70.59790889427815,562,True
ORD-CL-202612-002437,55.677,0.386723,11,30,10,AV. PROVIDENCIA 4623,-33.435086638100124,-70.62889344723304,883,True
ORD-CL-202612-002438,250.736,1.6467260000000001,11,64,11,AV. SANTA ROSA 3936,-33.49277770967742,-70.63989306774194,975,True
ORD-CL-202612-002439,81.03099999999999,0.592129,12,63,12,AV. TOBALABA 7751,-33.4532989,-70.5581326,1061,True
ORD-CL-202612-002440,632.159,5.05264,24,147,24,AV. MAPOCHO 5746,-33.432762,-70.686501,663,True
ORD-CL-202612-002441,178.32999999999998,1.22554,14,48,13,AV. MAPOCHO 2352,-33.4322458,-70.6700658,642,True
ORD-CL-202612-002442,52.089,0.299705,8,28,8,AV. MACUL 6737,-33.50832566941177,-70.56294483176471,564,True
ORD-CL-202612-002443,328.648,2.5317070000000004,13,78,13,CALLE AMUNÁTEGUI 8931,-33.41625625370045,-70.66756956491413,1469,True
ORD-CL-202612-002444,104.208,0.669408,7,26,7,AV. PAJARITOS 9448,-33.488076083068606,-70.75138480605311,807,True
ORD-CL-202612-002445,117.893,0.8628499999999999,7,26,7,AV. APOQUINDO 3229,-33.4160233,-70.5925832,63,True
ORD-CL-202612-002446,130.073,0.5349349999999999,14,77,14,AV. DEPARTAMENTAL 8859,-33.49342680302045,-70.67774623290455,150,True
ORD-CL-202612-002447,57.514,0.38656100000000004,7,24,7,CALLE COMPAÑÍA DE JESÚS 1826,-33.43972137647059,-70.6625057235294,1643,True
ORD-CL-202612-002448,187.313,1.298964,13,52,13,AV. KENNEDY 9275,-33.3883495,-70.5446598,373,True
ORD-CL-202612-002449,166.865,0.898007,19,76,19,CALLE ARTURO PRAT 92,-33.44554438947369,-70.64995041578948,1534,True
ORD-CL-202612-002450,278.897,2.101687,20,87,20,CALLE MORANDÉ 700,-33.4355801,-70.65445550196078,1942,True
ORD-CL-202612-002451,182.14800000000002,0.643344,5,42,5,CALLE CATEDRAL 999,-33.4373719,-70.6515166,1637,True
ORD-CL-202612-002452,225.035,1.767152,10,51,9,AV. MACUL 6581,-33.49707804581206,-70.59790889427815,562,True
ORD-CL-202612-002453,334.832,2.453017,26,94,25,AV. LIBERTADOR BERNARDO O HIGGINS 4401,-33.454754,-70.696201,512,True
ORD-CL-202612-002454,83.54599999999999,0.526543,15,43,15,CALLE ARTURO PRAT 5720,-33.452475519393765,-70.64863131734094,1516,True
ORD-CL-202612-002455,184.632,1.077979,22,78,22,AV. MAPOCHO 7833,-33.432762,-70.686501,673,True
ORD-CL-202612-002456,341.544,2.193454,17,96,17,AV. SANTA ROSA 6309,-33.51730174,-70.63703914000001,994,True
ORD-CL-202612-002457,7.933,0.026918,5,17,5,CALLE MORANDÉ 5902,-33.43452185756808,-70.65443829443069,1933,True
ORD-CL-202612-002458,92.684,0.715569,11,42,11,CALLE HUÉRFANOS 6157,-33.43969907361054,-70.65168277752262,1789,True
ORD-CL-202612-002459,92.723,0.554445,9,37,9,AVENIDA MANUEL MONTT 7191,-33.450409379191655,-70.61310094459272,1306,True
ORD-CL-202612-002460,75.849,0.517667,7,19,7,CALLE AMUNÁTEGUI 1984,-33.41625625370045,-70.66756956491413,1424,True
ORD-CL-202612-002461,212.083,1.634613,20,104,20,CALLE ESTADO 9063,-33.43949515564987,-70.64953513821996,1748,True
ORD-CL-202612-002462,216.587,1.429103,20,83,20,AV. VITACURA 4797,-33.397966,-70.5854981,1150,True
ORD-CL-202612-002463,109.05799999999999,0.622424,8,48,8,AV. TOBALABA 9986,-33.4912094,-70.556329,1076,True
ORD-CL-202612-002464,46.155,0.269755,5,43,5,CALLE SAN ANTONIO 9791,-33.43487534738776,-70.64887247008978,2015,True
ORD-CL-202612-002465,38.622,0.228991,10,40,10,AV. VICUÑA MACKENNA 5834,-33.509606,-70.61208303636364,1113,True
ORD-CL-202612-002466,59.592,0.35120799999999996,15,102,15,AVENIDA IRARRÁZAVAL 5222,-33.4539782,-70.5757001,1233,True
ORD-CL-202612-002467,110.138,0.7202270000000001,16,56,16,CALLE MONJITAS 6010,-33.436639090107406,-70.64200400967839,1878,True
ORD-CL-202612-002468,108.388,0.470291,11,87,11,CALLE ESTADO 5679,-33.43949515564987,-70.64953513821996,1725,True
ORD-CL-202612-002469,17.086000000000002,0.178672,2,7,2,AV. APOQUINDO 1400,-33.4154151,-70.5896044,50,True
ORD-CL-202612-002470,61.647,0.277718,14,49,14,AV. TOBALABA 5752,-33.4394244,-70.5720737,1050,True
ORD-CL-202612-002471,49.079,0.265746,11,45,11,CALLE ESTADO 300,-33.4393231,-70.6497598,1703,True
ORD-CL-202612-002472,113.285,0.8488709999999999,15,47,15,GRAN AVENIDA JOSÉ MIGUEL CARRERA 3229,-33.4845123,-70.6496272,2222,True
ORD-CL-202612-002473,27.959,0.16445400000000002,9,23,9,AV. VICUÑA MACKENNA 3035,-33.478677281818186,-70.62182322727273,1093,True
ORD-CL-202612-002474,144.29,0.9456929999999999,14,52,14,AV. RECOLETA 4217,-33.431874,-70.647723,933,True
ORD-CL-202612-002475,259.156,1.802078,12,61,12,CALLE MERCED 5050,-33.43731790255185,-70.64174538474282,1829,True
ORD-CL-202612-002476,133.929,0.8099810000000001,7,36,7,CALLE SANTO DOMINGO 8242,-33.438971360737774,-70.68787532598256,2119,True
ORD-CL-202612-002477,115.42999999999999,0.81054,16,53,16,CALLE AMUNÁTEGUI 6655,-33.41625625370045,-70.66756956491413,1450,True
ORD-CL-202612-002478,54.382000000000005,0.309683,6,21,6,AV. PROVIDENCIA 4309,-33.43606751567123,-70.63111504939877,879,True
ORD-CL-202612-002479,179.316,1.43465,12,53,12,AV. DEPARTAMENTAL 4341,-33.5094625,-70.5941952,123,True
ORD-CL-202612-002480,162.941,0.91275,14,46,14,CALLE ESTADO 5679,-33.43949515564987,-70.64953513821996,1725,True
ORD-CL-202612-002481,146.035,1.096482,17,71,16,CALLE SAN DIEGO 5190,-33.46971150355578,-70.64855318455172,2045,True
ORD-CL-202612-002482,101.98,0.441749,7,61,7,AV. IRARRÁZAVAL 3179,-33.4548877,-70.5977602,270,True
ORD-CL-202612-002483,106.502,0.572904,21,73,21,AV. SANTA ROSA 2768,-33.48115881566265,-70.64147517590361,968,True
ORD-CL-202612-002484,88.60300000000001,0.531227,11,35,11,CALLE COMPAÑÍA DE JESÚS 7738,-33.439644149230105,-70.66251983715254,1674,True
ORD-CL-202612-002485,330.552,2.497922,8,53,8,AV. VICUÑA MACKENNA 2820,-33.4769826,-70.6226027,1088,True
ORD-CL-202612-002486,236.223,1.412088,6,45,6,AV. LA FLORIDA 4465,-33.519235429031845,-70.58115079491817,400,True
ORD-CL-202612-002487,127.108,0.872042,16,63,16,AV. PAJARITOS 7032,-33.488076083068606,-70.75138480605311,792,True
ORD-CL-202612-002488,233.194,1.678639,14,49,14,AV. PROVIDENCIA 3090,-33.43606751567123,-70.63111504939877,871,True
ORD-CL-202612-002489,628.742,5.537364999999999,21,100,21,AV. LA FLORIDA 3809,-33.53363369958494,-70.57434383002352,394,True
ORD-CL-202612-002490,131.53300000000002,1.297413,8,49,8,AV. VICUÑA MACKENNA 1789,-33.467112404761906,-70.62673706857144,1083,True
ORD-CL-202612-002491,129.716,0.923838,12,34,12,CALLE BANDERA 7800,-33.44046393300847,-70.65220603930719,1572,True
ORD-CL-202612-002492,392.752,3.5907769999999997,16,97,16,AVENIDA MAPOCHO 3282,-33.43231273781036,-70.6598401291291,1310,True
ORD-CL-202612-002493,129.515,1.0935730000000001,7,38,7,AV. APOQUINDO 1918,-33.4154357,-70.5897048,55,True
ORD-CL-202612-002494,126.605,0.621134,22,76,21,CALLE ARTURO PRAT 2198,-33.47426067916666,-70.64646653333334,1487,True
ORD-CL-202612-002495,537.661,4.3090649999999995,17,95,17,CALLE SAN DIEGO 5190,-33.46971150355578,-70.64855318455172,2045,True
ORD-CL-202612-002496,18.95,0.16250199999999998,4,11,4,AVENIDA MATTA 6085,-33.45799120274538,-70.64211682398948,1323,True
ORD-CL-202612-002497,62.185,0.47752,7,37,7,AV. PEDRO DE VALDIVIA 4352,-33.463314605050506,-70.60623798484849,827,True
ORD-CL-202612-002498,149.173,0.697821,15,88,15,AV. PAJARITOS 5937,-33.488076083068606,-70.75138480605311,784,True
ORD-CL-202612-002499,97.989,0.415016,11,46,11,AV. VITACURA 4145,-33.3995503,-70.5901189,1145,True
ORD-CL-202612-002500,192.62,1.157738,17,60,17,GRAN AVENIDA JOSÉ MIGUEL CARRERA 152,-33.49349431367937,-70.65202752362764,2210,True
ORD-CL-202612-002501,59.568,0.34638399999999997,12,46,12,AV. IRARRÁZAVAL 7154,-33.45211752135792,-70.62996532946244,298,True
ORD-CL-202612-002502,143.946,0.867289,13,47,13,AV. PAJARITOS 2819,-33.500892972549025,-70.75715877058823,758,True
ORD-CL-202612-002503,237.64399999999998,1.577415,25,129,25,CALLE HUÉRFANOS 7037,-33.43969907361054,-70.65168277752262,1795,True
ORD-CL-202612-002504,85.67500000000001,0.428233,9,60,9,AV. PAJARITOS 3626,-33.4931941,-70.7560064,766,True
ORD-CL-202612-002505,240.121,2.168816,13,64,12,CALLE SAN DIEGO 9620,-33.46971150355578,-70.64855318455172,2075,True
ORD-CL-202612-002506,191.48499999999999,1.4362819999999998,8,39,8,GRAN AVENIDA JOSÉ MIGUEL CARRERA 2906,-33.48126075897436,-70.64847988205129,2221,True
ORD-CL-202612-002507,258.942,1.974404,14,50,14,AV. SANTA ROSA 5626,-33.470603450000006,-70.6422032,988,True
ORD-CL-202612-002508,280.688,1.724023,19,86,19,AVENIDA RECOLETA 6597,-33.431874,-70.647723,1365,True
ORD-CL-202612-002509,36.445,0.265798,5,10,5,AV. MATTA 5146,-33.45799120274538,-70.64211682398948,716,True
ORD-CL-202612-002510,167.615,1.2269320000000001,22,66,22,AV. MAPOCHO 5583,-33.432762,-70.686501,661,True
ORD-CL-202612-002511,570.171,3.863086,28,154,28,CALLE COMPAÑÍA DE JESÚS 7303,-33.439644149230105,-70.66251983715254,1670,True
ORD-CL-202612-002512,81.312,0.607681,13,50,13,AV. IRARRÁZAVAL 9906,-33.45211752135792,-70.62996532946244,312,True
ORD-CL-202612-002513,468.38500000000005,3.424755,16,126,14,CALLE ARTURO PRAT 7269,-33.498777447742555,-70.72356324873519,1522,True
ORD-CL-202612-002514,155.454,0.6053390000000001,18,91,18,AV. PEDRO DE VALDIVIA 5776,-33.47653059387755,-70.60613964897959,831,True
ORD-CL-202612-002515,140.348,1.048329,17,64,17,AV. PAJARITOS 2909,-33.50059734019608,-70.75716168235294,759,True
ORD-CL-202612-002516,47.942,0.18548,2,14,2,AV. INDEPENDENCIA 822,-33.4218466,-70.6554525,236,True
ORD-CL-202612-002517,41.679,0.38371900000000003,6,20,6,AVENIDA MATTA 9009,-33.45799120274538,-70.64211682398948,1329,True
ORD-CL-202612-002518,258.163,1.6531129999999998,20,102,20,CALLE MORANDÉ 6785,-33.43452185756808,-70.65443829443069,1940,True
ORD-CL-202612-002519,86.00800000000001,0.191976,8,63,7,AV. SANTA ROSA 9134,-33.54392446454832,-70.63367124503971,1010,True
ORD-CL-202612-002520,18.619,0.077022,3,13,3,AV. IRARRÁZAVAL 3007,-33.454644,-70.5997796,269,True
ORD-CL-202612-002521,37.469,0.270592,7,18,7,AV. MATTA 5603,-33.45799120274538,-70.64211682398948,719,True
ORD-CL-202612-002522,47.646,0.293975,10,41,10,AV. MANUEL MONTT 6711,-33.450409379191655,-70.61310094459272,618,True
ORD-CL-202612-002523,340.939,2.3417470000000002,12,55,12,CALLE ESTADO 6774,-33.43949515564987,-70.64953513821996,1733,True
ORD-CL-202612-002524,75.80199999999999,0.328813,10,70,10,AV. INDEPENDENCIA 6848,-33.430113,-70.653323,228,True
ORD-CL-202612-002525,232.553,1.444519,18,91,18,AV. APOQUINDO 3481,-33.4162004,-70.5935737,64,True
ORD-CL-202612-002526,584.399,3.710982,27,124,27,AV. SANTA ROSA 7174,-33.526553832653065,-70.635556892517,999,True
ORD-CL-202612-002527,211.039,1.440876,19,117,19,CALLE MONJITAS 5755,-33.436639090107406,-70.64200400967839,1876,True
ORD-CL-202612-002528,146.572,1.218633,16,59,16,AV. LA FLORIDA 9375,-33.53931238888889,-70.57209238888889,428,True
ORD-CL-202612-002529,47.634,0.387905,9,26,9,AV. VITACURA 8663,-33.3841501,-70.5523583,1173,True
ORD-CL-202612-002530,79.28,0.647133,12,36,12,CALLE HUÉRFANOS 9159,-33.43969907361054,-70.65168277752262,1803,True
ORD-CL-202612-002531,292.134,1.9273440000000002,18,85,18,AV. MANUEL MONTT 4866,-33.450409379191655,-70.61310094459272,604,True
ORD-CL-202612-002532,474.236,4.705363,21,134,20,AV. KENNEDY 9416,-33.3875589,-70.5426168,375,True
ORD-CL-202612-002533,141.02,0.8545440000000001,2,22,2,AV. PEDRO DE VALDIVIA 3595,-33.4557587,-70.60517,822,True
ORD-CL-202612-002534,26.767,0.128161,4,13,4,CALLE COMPAÑÍA DE JESÚS 2778,-33.44101595555556,-70.67387823333333,1648,True
ORD-CL-202612-002535,136.279,0.899345,10,45,10,AVENIDA LIBERTADOR BERNARDO O HIGGINS 7072,-33.44599,-70.657639,1286,True
ORD-CL-202612-002536,205.594,1.3997200000000003,6,39,6,AVENIDA TOBALABA 4569,-33.43444375714286,-70.58189208571429,1391,True
ORD-CL-202612-002537,79.362,0.45039300000000004,6,22,6,AV. PAJARITOS 5193,-33.475885850000004,-70.73994677,779,True
ORD-CL-202612-002538,50.363,0.291318,4,17,4,AV. TOBALABA 8391,-33.4583534,-70.5546738,1068,True
ORD-CL-202612-002539,344.316,2.383641,25,95,25,AV. SANTA ROSA 838,-33.454980902040816,-70.64359840612245,1006,True
ORD-CL-202612-002540,21.506,0.082789,8,31,8,CALLE AMUNÁTEGUI 8339,-33.41625625370045,-70.66756956491413,1465,True
ORD-CL-202612-002541,238.333,1.6282649999999999,19,74,19,CALLE AMUNÁTEGUI 3570,-33.41625625370045,-70.66756956491413,1431,True
ORD-CL-202612-002542,301.04200000000003,2.719709,19,96,18,CALLE COMPAÑÍA DE JESÚS 4880,-33.439644149230105,-70.66251983715254,1660,True
ORD-CL-202612-002543,135.909,0.269725,5,40,5,CALLE TEATINOS 813,-33.4342078,-70.6559549,2180,True
ORD-CL-202612-002544,98.532,0.501812,13,38,13,AV. VITACURA 9543,-33.38110315,-70.5437705625,1176,True
ORD-CL-202612-002545,90.49000000000001,0.696855,16,76,16,AV. MACUL 7997,-33.49707804581206,-70.59790889427815,572,True
ORD-CL-202612-002546,20.377000000000002,0.08544800000000001,7,29,7,AV. INDEPENDENCIA 9295,-33.430113,-70.653323,249,True
ORD-CL-202612-002547,178.066,1.011929,18,83,18,GRAN AVENIDA JOSÉ MIGUEL CARRERA 5636,-33.5056769,-70.6556338,2233,True
ORD-CL-202612-002548,271.00300000000004,2.111635,16,111,16,AV. MAPOCHO 2352,-33.4322458,-70.6700658,642,True
ORD-CL-202612-002549,75.091,0.625173,5,17,5,AV. PAJARITOS 9591,-33.488076083068606,-70.75138480605311,808,True
ORD-CL-202612-002550,128.204,0.776947,15,51,15,AV. AMÉRICO VESPUCIO 9118,-33.396238,-70.619819,42,True
ORD-CL-202612-002551,87.522,0.6697609999999999,10,25,10,AV. PAJARITOS 7853,-33.488076083068606,-70.75138480605311,796,True
ORD-CL-202612-002552,55.868,0.505684,7,20,7,AV. INDEPENDENCIA 2430,-33.40334164074074,-70.66395637592592,204,True
ORD-CL-202612-002553,79.03699999999999,0.693881,7,29,7,AV. TOBALABA 3105,-33.4308362,-70.5856406,1029,True
ORD-CL-202612-002554,81.338,0.517653,9,32,9,AV. GRECIA 8481,-33.475882,-70.5438723,192,True
ORD-CL-202612-002555,112.726,0.617892,17,78,16,AV. MACUL 2508,-33.47767395176471,-70.59879762117647,546,True
ORD-CL-202612-002556,340.518,2.429426,9,44,9,CALLE COMPAÑÍA DE JESÚS 9462,-33.439644149230105,-70.66251983715254,1682,True
ORD-CL-202612-002557,7.618,0.014655999999999999,5,14,5,CALLE MORANDÉ 1311,-33.43452185756808,-70.65443829443069,1904,True
ORD-CL-202612-002558,90.05699999999999,0.602716,5,27,5,AV. IRARRÁZAVAL 5147,-33.4543103,-70.5763781,288,True
ORD-CL-202612-002559,176.581,0.909837,15,73,15,AV. MAPOCHO 4504,-33.432762,-70.686501,652,True
ORD-CL-202612-002560,28.039,0.104266,9,24,9,AV. MATTA 306,-33.4564073,-70.6336785,703,True
ORD-CL-202612-002561,73.424,0.320174,11,44,11,AV. SANTA ROSA 5687,-33.5096011,-70.6382015,989,True
ORD-CL-202612-002562,226.812,1.1214380000000002,23,114,22,AV. VICUÑA MACKENNA 6625,-33.51618381,-70.602829292,1117,True
ORD-CL-202612-002563,202.856,1.0610030000000001,20,82,20,AV. SANTA ROSA 373,-33.449151708,-70.64489707999999,973,True
ORD-CL-202612-002564,163.301,0.803791,9,42,9,AV. MATTA 1017,-33.4593725,-70.6476882,689,True
ORD-CL-202612-002565,131.93,0.37463900000000006,5,26,5,AV. VITACURA 9543,-33.38110315,-70.5437705625,1176,True
ORD-CL-202612-002566,125.411,0.867878,12,59,12,AV. PAJARITOS 8593,-33.488076083068606,-70.75138480605311,801,True
ORD-CL-202612-002567,75.857,0.548385,7,27,7,CALLE CATEDRAL 8025,-33.438738201983064,-70.66443720992424,1625,True
ORD-CL-202612-002568,306.242,2.8158399999999997,19,86,19,CALLE BANDERA 4175,-33.44046393300847,-70.65220603930719,1556,True
ORD-CL-202612-002569,714.716,5.657775,19,116,19,AVENIDA PAJARITOS 933,-33.5187763,-70.7573866,1340,True
ORD-CL-202612-002570,120.547,0.978021,9,25,9,CALLE SANTO DOMINGO 9933,-33.438971360737774,-70.68787532598256,2132,True
ORD-CL-202612-002571,70.34,0.39934400000000003,8,44,8,CALLE MORANDÉ 2222,-33.43452185756808,-70.65443829443069,1915,True
ORD-CL-202612-002572,252.36700000000002,1.9762229999999998,26,94,26,AV. DEPARTAMENTAL 5839,-33.5109945,-70.5730982,132,True
ORD-CL-202612-002573,168.49200000000002,0.924218,8,49,8,CALLE SAN ANTONIO 4824,-33.43487534738776,-70.64887247008978,1984,True
ORD-CL-202612-002574,105.421,0.71246,10,31,9,AV. AMÉRICO VESPUCIO 4961,-33.512983,-70.5938519,22,True
ORD-CL-202612-002575,414.36600000000004,2.358313,17,99,17,CALLE MONJITAS 879,-33.4370981,-70.649613,1892,True
ORD-CL-202612-002576,66.831,0.389285,7,21,7,CALLE TEATINOS 3296,-33.436656955578805,-70.65568127045138,2148,True
ORD-CL-202612-002577,75.916,0.6061679999999999,10,27,10,CALLE TEATINOS 1184,-33.436656955578805,-70.65568127045138,2136,True
ORD-CL-202612-002578,151.741,1.266043,9,31,9,CALLE MONJITAS 2837,-33.436639090107406,-70.64200400967839,1861,True
ORD-CL-202612-002579,228.97,1.784241,18,72,17,AV. IRARRÁZAVAL 5147,-33.4543103,-70.5763781,288,True
ORD-CL-202612-002580,161.87800000000001,1.0211839999999999,22,97,21,AV. GRECIA 3746,-33.46495569496855,-70.591252336478,164,True
ORD-CL-202612-002581,47.846999999999994,0.149949,8,46,8,AV. LAS CONDES 3917,-33.393217,-70.544274,452,True
ORD-CL-202612-002582,178.744,1.078535,20,75,20,AV. LA FLORIDA 9127,-33.5354616,-70.5737044,423,True
ORD-CL-202612-002583,123.177,0.747981,18,70,17,AV. DEPARTAMENTAL 8493,-33.49342680302045,-70.67774623290455,146,True
ORD-CL-202612-002584,321.605,1.909988,13,53,12,AV. TOBALABA 5074,-33.4363475,-70.578031,1047,True
ORD-CL-202612-002585,262.375,2.19452,9,29,9,CALLE MORANDÉ 7161,-33.43452185756808,-70.65443829443069,1944,True
ORD-CL-202612-002586,96.295,0.409553,17,66,17,AV. DEPARTAMENTAL 2987,-33.51158432,-70.5713804,116,True
ORD-CL-202612-002587,18.614,0.070756,6,20,6,AV. MAPOCHO 244,-33.432762,-70.686501,643,True
ORD-CL-202612-002588,223.18099999999998,1.3692140000000002,6,41,6,CALLE SAN ANTONIO 7123,-33.43487534738776,-70.64887247008978,1993,True
ORD-CL-202612-002589,92.301,0.591441,8,26,8,AV. KENNEDY 6477,-33.3960541,-70.565825,353,True
ORD-CL-202612-002590,63.053,0.338907,8,23,8,AV. PAJARITOS 1039,-33.5177306,-70.7573933,745,True
ORD-CL-202612-002591,148.507,0.9372240000000001,17,70,16,CALLE ARTURO PRAT 1559,-33.466813317391306,-70.64696424782609,1481,True
ORD-CL-202612-002592,207.708,1.000052,13,60,13,AV. MATTA 1939,-33.45799120274538,-70.64211682398948,695,True
ORD-CL-202612-002593,58.015,0.207875,12,44,12,AV. IRARRÁZAVAL 5222,-33.4539782,-70.5757001,290,True
ORD-CL-202612-002594,355.625,2.268741,21,112,20,CALLE MONJITAS 5154,-33.436639090107406,-70.64200400967839,1872,True
ORD-CL-202612-002595,30.549,0.162359,8,30,8,AV. KENNEDY 5651,-33.3997632,-70.5757715,344,True
ORD-CL-202612-002596,164.283,1.258863,19,68,19,AV. TOBALABA 135,-33.4190453,-70.6005082,1020,True
ORD-CL-202612-002597,86.472,0.39231,15,86,15,AV. PROVIDENCIA 9354,-33.43606751567123,-70.63111504939877,910,True
ORD-CL-202612-002598,61.992,0.188779,4,19,4,AV. MANUEL MONTT 4307,-33.450409379191655,-70.61310094459272,599,True
ORD-CL-202612-002599,165.011,1.082723,16,54,16,CALLE MONJITAS 3007,-33.436639090107406,-70.64200400967839,1863,True
ORD-CL-202612-002600,55.749,0.452277,9,54,9,AV. AMÉRICO VESPUCIO 118,-33.48670313065888,-70.75193413844674,1,True
ORD-CL-202612-002601,51.802,0.216586,10,35,10,CALLE MERCED 3010,-33.43731790255185,-70.64174538474282,1815,True
ORD-CL-202612-002602,55.265,0.468369,8,27,8,CALLE CATEDRAL 7006,-33.438738201983064,-70.66443720992424,1621,True
ORD-CL-202612-002603,64.779,0.482541,6,34,6,AV. LIBERTADOR BERNARDO O HIGGINS 1306,-33.4444833,-70.6542406,490,True
ORD-CL-202612-002604,252.842,1.9392969999999998,18,76,18,CALLE ESTADO 6390,-33.43949515564987,-70.64953513821996,1728,True
ORD-CL-202612-002605,216.142,1.51892,16,95,16,AV. PAJARITOS 5937,-33.488076083068606,-70.75138480605311,784,True
ORD-CL-202612-002606,95.46,0.501733,11,46,11,AV. LA FLORIDA 5134,-33.5401718,-70.5703041,404,True
ORD-CL-202612-002607,226.701,1.406537,20,70,19,AV. LAS CONDES 9679,-33.38747219166667,-70.53861447916667,487,True
ORD-CL-202612-002608,15.006,0.041899,8,33,7,AV. INDEPENDENCIA 8658,-33.430113,-70.653323,240,True
ORD-CL-202612-002609,245.524,1.7541609999999999,23,110,23,AV. VITACURA 8761,-33.3842364,-70.5523594,1174,True
ORD-CL-202612-002610,189.94799999999998,1.378213,12,66,11,CALLE ARTURO PRAT 4440,-33.452475519393765,-70.64863131734094,1504,True
ORD-CL-202612-002611,28.843,0.158092,7,18,7,AV. GRECIA 8650,-33.4757302,-70.5430834,193,True
